Time (ms), Voltage (V), Raw reading,V*dt,,,,Resistance,1000
401302,0,0,0,,,,,
401313,0,0,0,,,,,
401325,0,0,0,,,,,
401336,0,0,0,,,,,
401347,0,0,0,,,,,
401360,0,0,0,,,,,
401372,0,0,0,,,,,
401383,0,0,0,,,,,
401394,0,0,0,,,,,
401405,0,0,0,,,,,
401417,0,0,0,,,,,
401428,0,0,0,,,,,
401438,0,0,0,,,,,
401449,0,0,0,,,,,
401461,0,0,0,,,,,
401472,0,0,0,,,,,
401483,0,0,0,,,,,
401495,0,0,0,,,,,
401505,0,0,0,,,,,
401516,0,0,0,,,,,
401527,0,0,0,,,,,
401539,0,0,0,,,,,
401550,0,0,0,,,,,
401561,0,0,0,,,,,
401572,0,0,0,,,,,
401583,0,0,0,,,,,
401594,0,0,0,,,,,
401605,0,0,0,,,,,
401616,0,0,0,,,,,
401628,0,0,0,,,,,
401639,0,0,0,,,,,
401650,0,0,0,,,,,
401660,0,0,0,,,,,
401672,0,0,0,,,,,
401683,0,0,0,,,,,
401694,0,0,0,,,,,
401705,0,0,0,,,,,
401717,0,0,0,,,,,
401727,0,0,0,,,,,
401738,0,0,0,,,,,
401750,0,0,0,,,,,
401764,0,0,0,,,,,
401775,0,0,0,,,,,
401786,0,0,0,,,,,
401798,0,0,0,,,,,
401808,0,0,0,,,,,
401819,0,0,0,,,,,
401830,0,0,0,,,,,
401842,0,0,0,,,,,
401853,0,0,0,,,,,
401864,0,0,0,,,,,
401875,0,0,0,,,,,
401886,0,0,0,,,,,
401897,0,0,0,,,,,
401908,0,0,0,,,,,
401920,0,0,0,,,,,
401931,0,0,0,,,,,
401942,0,0,0,,,,,
401952,0,0,0,,,,,
401964,0,0,0,,,,,
401975,0,0,0,,,,,
401986,0,0,0,,,,,
401997,0,0,0,,,,,
402009,0,0,0,,,,,
402020,0,0,0,,,,,
402030,0,0,0,,,,,
402041,0,0,0,,,,,
402053,0,0,0,,,,,
402064,0,0,0,,,,,
402075,0,0,0,,,,,
402086,0,0,0,,,,,
402098,0,0,0,,,,,
402108,0,0,0,,,,,
402119,0,0,0,,,,,
402130,0,0,0,,,,,
402142,0,0,0,,,,,
402153,0,0,0,,,,,
402164,0,0,0,,,,,
402179,0,0,0,,,,,
402189,0,0,0,,,,,
402200,0,0,0,,,,,
402211,0,0,0,,,,,
402223,0,0,0,,,,,
402234,0,0,0,,,,,
402245,0,0,0,,,,,
402255,0,0,0,,,,,
402267,0,0,0,,,,,
402278,0,0,0,,,,,
402289,0,0,0,,,,,
402300,0,0,0,,,,,
402312,0,0,0,,,,,
402323,0,0,0,,,,,
402333,0,0,0,,,,,
402344,0,0,0,,,,,
402356,0,0,0,,,,,
402367,0,0,0,,,,,
402378,0,0,0,,,,,
402390,0,0,0,,,,,
402401,0,0,0,,,,,
402411,0,0,0,,,,,
402422,0,0,0,,,,,
402434,0,0,0,,,,,
402445,0,0,0,,,,,
402456,0,0,0,,,,,
402467,0,0,0,,,,,
402478,0,0,0,,,,,
402489,0,0,0,,,,,
402500,0,0,0,,,,,
402511,0,0,0,,,,,
402523,0,0,0,,,,,
402534,0,0,0,,,,,
402545,0,0,0,,,,,
402555,0,0,0,,,,,
402567,0,0,0,,,,,
402581,0,0,0,,,,,
402592,0,0,0,,,,,
402604,0,0,0,,,,,
402615,0,0,0,,,,,
402626,0,0,0,,,,,
402636,0,0,0,,,,,
402648,0,0,0,,,,,
402659,0,0,0,,,,,
402670,0,0,0,,,,,
402681,0,0,0,,,,,
402693,0,0,0,,,,,
402704,0,0,0,,,,,
402714,0,0,0,,,,,
402725,0,0,0,,,,,
402737,0,0,0,,,,,
402748,0,0,0,,,,,
402759,0,0,0,,,,,
402770,0,0,0,,,,,
402781,0,0,0,,,,,
402792,0,0,0,,,,,
402803,0,0,0,,,,,
402814,0,0,0,,,,,
402826,0,0,0,,,,,
402837,0,0,0,,,,,
402848,0,0,0,,,,,
402859,0,0,0,,,,,
402870,0,0,0,,,,,
402881,0,0,0,,,,,
402892,0,0,0,,,,,
402904,0,0,0,,,,,
402923,0,0,0,,,,,
402949,0,0,0,,,,,
402960,0,0,0,,,,,
402971,0,0,0,,,,,
402982,0,0,0,,,,,
402994,0,0,0,,,,,
403005,0,0,0,,,,,
403019,0,0,0,,,,,
403031,0,0,0,,,,,
403041,0,0,0,,,,,
403052,0,0,0,,,,,
403063,0,0,0,,,,,
403075,0,0,0,,,,,
403086,0,0,0,,,,,
403097,0,0,0,,,,,
403108,0,0,0,,,,,
403120,0,0,0,,,,,
403131,0,0,0,,,,,
403142,0,0,0,,,,,
403153,0,0,0,,,,,
403164,0,0,0,,,,,
403175,0,0,0,,,,,
403186,0,0,0,,,,,
403197,0,0,0,,,,,
403209,0,0,0,,,,,
403220,0,0,0,,,,,
403231,0,0,0,,,,,
403241,0,0,0,,,,,
403253,0,0,0,,,,,
403264,0,0,0,,,,,
403275,0,0,0,,,,,
403287,0,0,0,,,,,
403298,0,0,0,,,,,
403309,0,0,0,,,,,
403320,0,0,0,,,,,
403331,0,0,0,,,,,
403342,0,0,0,,,,,
403353,0,0,0,,,,,
403364,0,0,0,,,,,
403376,0,0,0,,,,,
403387,0,0,0,,,,,
403398,0,0,0,,,,,
403408,0,0,0,,,,,
403420,0,0,0,,,,,
403434,0,0,0,,,,,
403445,0,0,0,,,,,
403457,0,0,0,,,,,
403468,0,0,0,,,,,
403479,0,0,0,,,,,
403489,0,0,0,,,,,
403501,0,0,0,,,,,
403512,0,0,0,,,,,
403523,0,0,0,,,,,
403534,0,0,0,,,,,
403546,0,0,0,,,,,
403557,0,0,0,,,,,
403568,0,0,0,,,,,
403578,0,0,0,,,,,
403590,0,0,0,,,,,
403601,0,0,0,,,,,
403612,0,0,0,,,,,
403623,0,0,0,,,,,
403635,0,0,0,,,,,
403646,0,0,0,,,,,
403657,0,0,0,,,,,
403667,0,0,0,,,,,
403679,0,0,0,,,,,
403690,0,0,0,,,,,
403701,0,0,0,,,,,
403713,0,0,0,,,,,
403724,0,0,0,,,,,
403735,0,0,0,,,,,
403746,0,0,0,,,,,
403757,0,0,0,,,,,
403768,0,0,0,,,,,
403779,0,0,0,,,,,
403790,0,0,0,,,,,
403802,0,0,0,,,,,
403813,0,0,0,,,,,
403824,0,0,0,,,,,
403838,0,0,0,,,,,
403849,0,0,0,,,,,
403860,0,0,0,,,,,
403871,0,0,0,,,,,
403883,0,0,0,,,,,
403894,0,0,0,,,,,
403905,0,0,0,,,,,
403916,0,0,0,,,,,
403927,0,0,0,,,,,
403938,0,0,0,,,,,
403949,0,0,0,,,,,
403960,0,0,0,,,,,
403972,0,0,0,,,,,
403983,0,0,0,,,,,
403994,0,0,0,,,,,
404005,0,0,0,,,,,
404016,0,0,0,,,,,
404027,0,0,0,,,,,
404038,0,0,0,,,,,
404049,0,0,0,,,,,
404061,0,0,0,,,,,
404072,0,0,0,,,,,
404083,0,0,0,,,,,
404093,0,0,0,,,,,
404105,0,0,0,,,,,
404116,0,0,0,,,,,
404127,0,0,0,,,,,
404139,0,0,0,,,,,
404150,0,0,0,,,,,
404161,0,0,0,,,,,
404172,0,0,0,,,,,
404183,0,0,0,,,,,
404194,0,0,0,,,,,
404205,0,0,0,,,,,
404216,0,0,0,,,,,
404228,0,0,0,,,,,
404239,0,0,0,,,,,
404253,0,0,0,,,,,
404264,0,0,0,,,,,
404275,0,0,0,,,,,
404286,0,0,0,,,,,
404297,0,0,0,,,,,
404308,0,0,0,,,,,
404320,0,0,0,,,,,
404331,0,0,0,,,,,
404342,0,0,0,,,,,
404354,0,0,0,,,,,
404364,0,0,0,,,,,
404375,0,0,0,,,,,
404386,0,0,0,,,,,
404398,0,0,0,,,,,
404409,0,0,0,,,,,
404420,0,0,0,,,,,
404431,0,0,0,,,,,
404442,0,0,0,,,,,
404453,0,0,0,,,,,
404464,0,0,0,,,,,
404475,0,0,0,,,,,
404487,0,0,0,,,,,
404498,0,0,0,,,,,
404509,0,0,0,,,,,
404520,0,0,0,,,,,
404531,0,0,0,,,,,
404542,0,0,0,,,,,
404553,0,0,0,,,,,
404564,0,0,0,,,,,
404576,0,0,0,,,,,
404587,0,0,0,,,,,
404598,0,0,0,,,,,
404610,0,0,0,,,,,
404620,0,0,0,,,,,
404631,0,0,0,,,,,
404642,0,0,0,,,,,
404657,0,0,0,,,,,
404668,0,0,0,,,,,
404679,0,0,0,,,,,
404690,0,0,0,,,,,
404702,0,0,0,,,,,
404712,0,0,0,,,,,
404723,0,0,0,,,,,
404734,0,0,0,,,,,
404746,0,0,0,,,,,
404757,0,0,0,,,,,
404768,0,0,0,,,,,
404779,0,0,0,,,,,
404790,0,0,0,,,,,
404801,0,0,0,,,,,
404812,0,0,0,,,,,
404824,0,0,0,,,,,
404835,0,0,0,,,,,
404846,0,0,0,,,,,
404856,0,0,0,,,,,
404868,0,0,0,,,,,
404879,0,0,0,,,,,
404890,0,0,0,,,,,
404901,0,0,0,,,,,
404913,0,0,0,,,,,
404924,0,0,0,,,,,
404935,0,0,0,,,,,
404945,0,0,0,,,,,
404957,0,0,0,,,,,
404968,0,0,0,,,,,
404979,0,0,0,,,,,
404990,0,0,0,,,,,
405002,0,0,0,,,,,
405013,0,0,0,,,,,
405024,0,0,0,,,,,
405035,0,0,0,,,,,
405046,0,0,0,,,,,
405057,0,0,0,,,,,
405071,0,0,0,,,,,
405083,0,0,0,,,,,
405094,0,0,0,,,,,
405105,0,0,0,,,,,
405115,0,0,0,,,,,
405127,0,0,0,,,,,
405138,0,0,0,,,,,
405149,0,0,0,,,,,
405160,0,0,0,,,,,
405172,0,0,0,,,,,
405183,0,0,0,,,,,
405194,0,0,0,,,,,
405204,0,0,0,,,,,
405216,0,0,0,,,,,
405227,0,0,0,,,,,
405238,0,0,0,,,,,
405250,0,0,0,,,,,
405261,0,0,0,,,,,
405272,0,0,0,,,,,
405282,0,0,0,,,,,
405294,0,0,0,,,,,
405305,0,0,0,,,,,
405316,0,0,0,,,,,
405327,0,0,0,,,,,
405339,0,0,0,,,,,
405349,0,0,0,,,,,
405360,0,0,0,,,,,
405371,0,0,0,,,,,
405383,0,0,0,,,,,
405394,0,0,0,,,,,
405405,0,0,0,,,,,
405416,0,0,0,,,,,
405427,0,0,0,,,,,
405438,0,0,0,,,,,
405449,0,0,0,,,,,
405460,0,0,0,,,,,
405475,0,0,0,,,,,
405486,0,0,0,,,,,
405497,0,0,0,,,,,
405509,0,0,0,,,,,
405519,0,0,0,,,,,
405530,0,0,0,,,,,
405541,0,0,0,,,,,
405553,0,0,0,,,,,
405564,0,0,0,,,,,
405575,0,0,0,,,,,
405586,0,0,0,,,,,
405598,0,0,0,,,,,
405608,0,0,0,,,,,
405619,0,0,0,,,,,
405630,0,0,0,,,,,
405642,0,0,0,,,,,
405653,0,0,0,,,,,
405664,0,0,0,,,,,
405676,0,0,0,,,,,
405687,0,0,0,,,,,
405697,0,0,0,,,,,
405708,0,0,0,,,,,
405720,0,0,0,,,,,
405731,0,0,0,,,,,
405742,0,0,0,,,,,
405753,0,0,0,,,,,
405773,0,0,0,,,,,
405799,0,0,0,,,,,
405810,0,0,0,,,,,
405821,0,0,0,,,,,
405832,0,0,0,,,,,
405843,0,0,0,,,,,
405855,0,0,0,,,,,
405866,0,0,0,,,,,
405877,0,0,0,,,,,
405888,0,0,0,,,,,
405899,0,0,0,,,,,
405913,0,0,0,,,,,
405924,0,0,0,,,,,
405936,0,0,0,,,,,
405947,0,0,0,,,,,
405958,0,0,0,,,,,
405969,0,0,0,,,,,
405981,0,0,0,,,,,
405992,0,0,0,,,,,
406002,0,0,0,,,,,
406013,0,0,0,,,,,
406025,0,0,0,,,,,
406036,0,0,0,,,,,
406047,0,0,0,,,,,
406059,0,0,0,,,,,
406070,0,0,0,,,,,
406080,0,0,0,,,,,
406091,0,0,0,,,,,
406103,0,0,0,,,,,
406114,0,0,0,,,,,
406125,0,0,0,,,,,
406136,0,0,0,,,,,
406147,0,0,0,,,,,
406158,0,0,0,,,,,
406169,0,0,0,,,,,
406180,0,0,0,,,,,
406192,0,0,0,,,,,
406203,0,0,0,,,,,
406214,0,0,0,,,,,
406224,0,0,0,,,,,
406236,0,0,0,,,,,
406247,0,0,0,,,,,
406258,0,0,0,,,,,
406269,0,0,0,,,,,
406281,0,0,0,,,,,
406292,0,0,0,,,,,
406302,0,0,0,,,,,
406313,0,0,0,,,,,
406328,0,0,0,,,,,
406339,0,0,0,,,,,
406350,0,0,0,,,,,
406362,0,0,0,,,,,
406372,0,0,0,,,,,
406383,0,0,0,,,,,
406394,0,0,0,,,,,
406406,0,0,0,,,,,
406417,0,0,0,,,,,
406428,0,0,0,,,,,
406439,0,0,0,,,,,
406450,0,0,0,,,,,
406461,0,0,0,,,,,
406472,0,0,0,,,,,
406483,0,0,0,,,,,
406495,0,0,0,,,,,
406506,0,0,0,,,,,
406517,0,0,0,,,,,
406528,0,0,0,,,,,
406539,0,0,0,,,,,
406550,0,0,0,,,,,
406561,0,0,0,,,,,
406573,0,0,0,,,,,
406584,0,0,0,,,,,
406594,0,0,0,,,,,
406605,0,0,0,,,,,
406617,0,0,0,,,,,
406628,0,0,0,,,,,
406639,0,0,0,,,,,
406650,0,0,0,,,,,
406662,0,0,0,,,,,
406672,0,0,0,,,,,
406683,0,0,0,,,,,
406694,0,0,0,,,,,
406706,0,0,0,,,,,
406717,0,0,0,,,,,
406731,0,0,0,,,,,
406743,0,0,0,,,,,
406753,0,0,0,,,,,
406764,0,0,0,,,,,
406775,0,0,0,,,,,
406787,0,0,0,,,,,
406798,0,0,0,,,,,
406809,0,0,0,,,,,
406820,0,0,0,,,,,
406831,0,0,0,,,,,
406842,0,0,0,,,,,
406853,0,0,0,,,,,
406864,0,0,0,,,,,
406876,0,0,0,,,,,
406887,0,0,0,,,,,
406897,0,0,0,,,,,
406908,0,0,0,,,,,
406920,0,0,0,,,,,
406931,0,0,0,,,,,
406942,0,0,0,,,,,
406953,0,0,0,,,,,
406965,0,0,0,,,,,
406975,0,0,0,,,,,
406986,0,0,0,,,,,
406998,0,0,0,,,,,
407009,0,0,0,,,,,
407020,0,0,0,,,,,
407031,0,0,0,,,,,
407043,0,0,0,,,,,
407053,0,0,0,,,,,
407064,0,0,0,,,,,
407075,0,0,0,,,,,
407087,0,0,0,,,,,
407098,0,0,0,,,,,
407109,0,0,0,,,,,
407119,0,0,0,,,,,
407131,0,0,0,,,,,
407145,0,0,0,,,,,
407156,0,0,0,,,,,
407168,0,0,0,,,,,
407179,0,0,0,,,,,
407190,0,0,0,,,,,
407200,0,0,0,,,,,
407212,0,0,0,,,,,
407223,0,0,0,,,,,
407234,0,0,0,,,,,
407245,0,0,0,,,,,
407257,0,0,0,,,,,
407268,0,0,0,,,,,
407278,0,0,0,,,,,
407289,0,0,0,,,,,
407301,0,0,0,,,,,
407312,0,0,0,,,,,
407323,0,0,0,,,,,
407334,0,0,0,,,,,
407346,0,0,0,,,,,
407356,0,0,0,,,,,
407367,0,0,0,,,,,
407378,0,0,0,,,,,
407390,0,0,0,,,,,
407401,0,0,0,,,,,
407412,0,0,0,,,,,
407422,0,0,0,,,,,
407434,0,0,0,,,,,
407445,0,0,0,,,,,
407456,0,0,0,,,,,
407468,0,0,0,,,,,
407479,0,0,0,,,,,
407490,0,0,0,,,,,
407500,0,0,0,,,,,
407512,0,0,0,,,,,
407523,0,0,0,,,,,
407534,0,0,0,,,,,
407548,0,0,0,,,,,
407560,0,0,0,,,,,
407571,0,0,0,,,,,
407581,0,0,0,,,,,
