Time (ms), Voltage (V), Raw reading,V*dt,,,,Resistance,1000
378917,0,0,0,,,,,
378929,0,0,0,,,,,
378940,0,0,0,,,,,
378951,0,0,0,,,,,
378961,0,0,0,,,,,
378973,0,0,0,,,,,
378984,0,0,0,,,,,
378995,0,0,0,,,,,
379010,0,0,0,,,,,
379021,0,0,0,,,,,
379032,0,0,0,,,,,
379042,0,0,0,,,,,
379054,0,0,0,,,,,
379065,0,0,0,,,,,
379076,0,0,0,,,,,
379087,0,0,0,,,,,
379099,0,0,0,,,,,
379109,0,0,0,,,,,
379120,0,0,0,,,,,
379131,0,0,0,,,,,
379143,0,0,0,,,,,
379154,0,0,0,,,,,
379165,0,0,0,,,,,
379176,0,0,0,,,,,
379187,0,0,0,,,,,
379198,0,0,0,,,,,
379209,0,0,0,,,,,
379220,0,0,0,,,,,
379232,0,0,0,,,,,
379243,0,0,0,,,,,
379254,0,0,0,,,,,
379265,0,0,0,,,,,
379276,0,0,0,,,,,
379287,0,0,0,,,,,
379298,0,0,0,,,,,
379310,0,0,0,,,,,
379321,0,0,0,,,,,
379332,0,0,0,,,,,
379342,0,0,0,,,,,
379354,0,0,0,,,,,
379365,0,0,0,,,,,
379376,0,0,0,,,,,
379387,0,0,0,,,,,
379399,0,0,0,,,,,
379412,0,0,0,,,,,
379423,0,0,0,,,,,
379435,0,0,0,,,,,
379446,0,0,0,,,,,
379457,0,0,0,,,,,
379468,0,0,0,,,,,
379480,0,0,0,,,,,
379490,0,0,0,,,,,
379501,0,0,0,,,,,
379512,0,0,0,,,,,
379524,0,0,0,,,,,
379535,0,0,0,,,,,
379546,0,0,0,,,,,
379557,0,0,0,,,,,
379568,0,0,0,,,,,
379579,0,0,0,,,,,
379590,0,0,0,,,,,
379601,0,0,0,,,,,
379613,0,0,0,,,,,
379624,0,0,0,,,,,
379634,0,0,0,,,,,
379645,0,0,0,,,,,
379657,0,0,0,,,,,
379668,0,0,0,,,,,
379679,0,0,0,,,,,
379691,0,0,0,,,,,
379702,0,0,0,,,,,
379712,0,0,0,,,,,
379723,0,0,0,,,,,
379735,0,0,0,,,,,
379746,0,0,0,,,,,
379757,0,0,0,,,,,
379768,0,0,0,,,,,
379780,0,0,0,,,,,
379790,0,0,0,,,,,
379801,0,0,0,,,,,
379812,0,0,0,,,,,
379827,0,0,0,,,,,
379838,0,0,0,,,,,
379849,0,0,0,,,,,
379859,0,0,0,,,,,
379871,0,0,0,,,,,
379882,0,0,0,,,,,
379893,0,0,0,,,,,
379905,0,0,0,,,,,
379916,0,0,0,,,,,
379927,0,0,0,,,,,
379937,0,0,0,,,,,
379949,0,0,0,,,,,
379960,0,0,0,,,,,
379971,0,0,0,,,,,
379982,0,0,0,,,,,
379994,0,0,0,,,,,
380005,0,0,0,,,,,
380015,0,0,0,,,,,
380026,0,0,0,,,,,
380038,0,0,0,,,,,
380049,0,0,0,,,,,
380060,0,0,0,,,,,
380071,0,0,0,,,,,
380082,0,0,0,,,,,
380093,0,0,0,,,,,
380104,0,0,0,,,,,
380115,0,0,0,,,,,
380127,0,0,0,,,,,
380138,0,0,0,,,,,
380149,0,0,0,,,,,
380182,0,0,0,,,,,
380194,0,0,0,,,,,
380206,0,0,0,,,,,
380217,0,0,0,,,,,
380227,0,0,0,,,,,
380238,0,0,0,,,,,
380250,0,0,0,,,,,
380264,0,0,0,,,,,
380275,0,0,0,,,,,
380286,0,0,0,,,,,
380298,0,0,0,,,,,
380309,0,0,0,,,,,
380320,0,0,0,,,,,
380332,0,0,0,,,,,
380343,0,0,0,,,,,
380354,0,0,0,,,,,
380364,0,0,0,,,,,
380376,0,0,0,,,,,
380387,0,0,0,,,,,
380398,0,0,0,,,,,
380409,0,0,0,,,,,
380421,0,0,0,,,,,
380432,0,0,0,,,,,
380442,0,0,0,,,,,
380453,0,0,0,,,,,
380465,0,0,0,,,,,
380476,0,0,0,,,,,
380487,0,0,0,,,,,
380498,0,0,0,,,,,
380510,0,0,0,,,,,
380521,0,0,0,,,,,
380531,0,0,0,,,,,
380542,0,0,0,,,,,
380554,0,0,0,,,,,
380565,0,0,0,,,,,
380576,0,0,0,,,,,
380588,0,0,0,,,,,
380599,0,0,0,,,,,
380609,0,0,0,,,,,
380620,0,0,0,,,,,
380632,0,0,0,,,,,
380643,0,0,0,,,,,
380654,0,0,0,,,,,
380668,0,0,0,,,,,
380680,0,0,0,,,,,
380691,0,0,0,,,,,
380702,0,0,0,,,,,
380712,0,0,0,,,,,
380724,0,0,0,,,,,
380735,0,0,0,,,,,
380746,0,0,0,,,,,
380758,0,0,0,,,,,
380769,0,0,0,,,,,
380780,0,0,0,,,,,
380790,0,0,0,,,,,
380802,0,0,0,,,,,
380813,0,0,0,,,,,
380824,0,0,0,,,,,
380835,0,0,0,,,,,
380847,0,0,0,,,,,
380858,0,0,0,,,,,
380868,0,0,0,,,,,
380879,0,1,0,,,,,
380891,0,1,0,,,,,
380902,0.01,2,0.00011,,,,,
380913,0.01,2,0.00011,,,,,
380924,0.01,3,0.00011,,,,,
380936,0,1,0,,,,,
380947,0,0,0,,,,,
380958,0.01,2,0.00011,,,,,
380969,0,0,0,,,,,
380981,0.01,2,0.00012,,,,,
380992,0.01,2,0.00011,,,,,
381003,0.02,4,0.00022,,,,,
381015,0.02,4,0.00024,,,,,
381025,0,0,0,,,,,
381036,0.01,3,0.00011,,,,,
381047,0,0,0,,,,,
381059,0.01,2,0.00012,,,,,
381070,0,0,0,,,,,
381084,0.01,3,0.00014,,,,,
381095,0.01,2,0.00011,,,,,
381107,0.01,2,0.00012,,,,,
381118,0.01,2,0.00011,,,,,
381129,0.01,2,0.00011,,,,,
381140,0.01,2,0.00011,,,,,
381152,0,1,0,,,,,
381162,0.01,2,0.0001,,,,,
381173,0,1,0,,,,,
381185,0.01,2,0.00012,,,,,
381196,0.01,2,0.00011,,,,,
381207,0.01,2,0.00011,,,,,
381218,0.01,3,0.00011,,,,,
381230,0.01,3,0.00012,,,,,
381241,0.01,3,0.00011,,,,,
381252,0.01,2,0.00011,,,,,
381263,0.01,3,0.00011,,,,,
381275,0.02,4,0.00024,,,,,
381286,0.02,4,0.00022,,,,,
381297,0.02,4,0.00022,,,,,
381308,0.02,4,0.00022,,,,,
381320,0.02,4,0.00024,,,,,
381331,0,0,0,,,,,
381341,0.01,3,0.0001,,,,,
381352,0.01,2,0.00011,,,,,
381364,0.01,3,0.00012,,,,,
381375,0.02,4,0.00022,,,,,
381386,0.02,4,0.00022,,,,,
381398,0.02,4,0.00024,,,,,
381409,0.01,3,0.00011,,,,,
381420,0.01,2,0.00011,,,,,
381431,0.01,2,0.00011,,,,,
381443,0.01,3,0.00012,,,,,
381454,0,0,0,,,,,
381465,0.01,2,0.00011,,,,,
381476,0,1,0,,,,,
381491,0,1,0,,,,,
381502,0.01,2,0.00011,,,,,
381512,0,0,0,,,,,
381523,0.01,2,0.00011,,,,,
381535,0,1,0,,,,,
381546,0.01,2,0.00011,,,,,
381557,0,1,0,,,,,
381569,0,1,0,,,,,
381580,0,0,0,,,,,
381591,0,0,0,,,,,
381602,0,0,0,,,,,
381614,0,0,0,,,,,
381624,0,0,0,,,,,
381635,0,0,0,,,,,
381646,0,0,0,,,,,
381658,0,0,0,,,,,
381669,0,0,0,,,,,
381680,0,0,0,,,,,
381691,0,0,0,,,,,
381702,0,0,0,,,,,
381713,0,0,0,,,,,
381724,0,0,0,,,,,
381735,0,0,0,,,,,
381747,0,0,0,,,,,
381758,0,0,0,,,,,
381769,0,0,0,,,,,
381780,0,0,0,,,,,
381791,0,0,0,,,,,
381802,0,0,0,,,,,
381813,0,0,0,,,,,
381825,0,0,0,,,,,
381836,0,0,0,,,,,
381847,0,0,0,,,,,
381858,0,0,0,,,,,
381869,0,0,0,,,,,
381880,0,0,0,,,,,
381891,0,0,0,,,,,
381905,0,0,0,,,,,
381917,0,0,0,,,,,
381928,0,0,0,,,,,
381939,0,0,0,,,,,
381950,0,0,0,,,,,
381961,0,0,0,,,,,
381972,0,0,0,,,,,
381983,0,0,0,,,,,
381995,0,0,0,,,,,
382006,0,0,0,,,,,
382017,0,0,0,,,,,
382028,0,0,0,,,,,
382040,0,0,0,,,,,
382050,0,0,0,,,,,
382061,0,0,0,,,,,
382072,0,0,0,,,,,
382084,0,0,0,,,,,
382095,0,0,0,,,,,
382106,0,0,0,,,,,
382117,0,0,0,,,,,
382128,0,0,0,,,,,
382139,0,0,0,,,,,
382150,0,0,0,,,,,
382161,0,0,0,,,,,
382173,0,0,0,,,,,
382184,0,0,0,,,,,
382195,0,0,0,,,,,
382206,0,0,0,,,,,
382217,0,0,0,,,,,
382228,0,0,0,,,,,
382239,0,0,0,,,,,
382251,0,0,0,,,,,
382262,0,0,0,,,,,
382273,0,0,0,,,,,
382283,0,0,0,,,,,
382295,0,0,0,,,,,
382309,0,0,0,,,,,
382320,0,0,0,,,,,
382331,0,0,0,,,,,
382343,0,0,0,,,,,
382354,0,0,0,,,,,
382365,0,0,0,,,,,
382375,0,0,0,,,,,
382387,0,0,0,,,,,
382398,0,0,0,,,,,
382409,0,0,0,,,,,
382420,0,0,0,,,,,
382432,0,0,0,,,,,
382443,0,0,0,,,,,
382453,0,0,0,,,,,
382465,0,0,0,,,,,
382476,0,0,0,,,,,
382487,0,0,0,,,,,
382498,0,0,0,,,,,
382510,0,0,0,,,,,
382521,0,0,0,,,,,
382532,0,0,0,,,,,
382542,0,0,0,,,,,
382554,0,0,0,,,,,
382565,0,0,0,,,,,
382576,0,0,0,,,,,
382587,0,0,0,,,,,
382599,0,0,0,,,,,
382610,0,0,0,,,,,
382621,0,0,0,,,,,
382631,0,0,0,,,,,
382643,0,0,0,,,,,
382654,0,0,0,,,,,
382665,0,0,0,,,,,
382676,0,0,0,,,,,
382688,0,0,0,,,,,
382699,0,0,0,,,,,
382709,0,0,0,,,,,
382724,0,0,0,,,,,
382735,0,0,0,,,,,
382746,0,0,0,,,,,
382757,0,0,0,,,,,
382769,0,0,0,,,,,
382780,0,0,0,,,,,
382791,0,0,0,,,,,
382801,0,0,0,,,,,
382813,0,0,0,,,,,
382824,0,0,0,,,,,
382835,0,0,0,,,,,
382846,0,0,0,,,,,
382858,0,0,0,,,,,
382869,0,0,0,,,,,
382880,0,0,0,,,,,
382891,0,0,0,,,,,
382902,0,0,0,,,,,
382913,0,0,0,,,,,
382924,0,0,0,,,,,
382936,0,0,0,,,,,
382947,0,0,0,,,,,
382958,0,0,0,,,,,
382969,0,0,0,,,,,
382980,0,0,0,,,,,
382991,0,0,0,,,,,
383002,0,0,0,,,,,
383036,0,0,0,,,,,
383047,0,0,0,,,,,
383058,0,0,0,,,,,
383070,0,0,0,,,,,
383081,0,0,0,,,,,
383092,0,0,0,,,,,
383102,0,0,0,,,,,
383114,0,0,0,,,,,
383125,0,0,0,,,,,
383136,0,0,0,,,,,
383148,0,0,0,,,,,
383162,0,0,0,,,,,
383173,0,0,0,,,,,
383184,0,0,0,,,,,
383196,0,0,0,,,,,
383207,0,0,0,,,,,
383218,0,0,0,,,,,
383228,0,0,0,,,,,
383240,0,0,0,,,,,
383251,0,0,0,,,,,
383262,0,0,0,,,,,
383273,0,0,0,,,,,
383285,0,0,0,,,,,
383295,0,0,0,,,,,
383306,0,0,0,,,,,
383318,0,0,0,,,,,
383329,0,0,0,,,,,
383340,0,0,0,,,,,
383351,0,0,0,,,,,
383363,0,0,0,,,,,
383373,0,0,0,,,,,
383384,0,0,0,,,,,
383395,0,0,0,,,,,
383407,0,0,0,,,,,
383418,0,0,0,,,,,
383429,0,0,0,,,,,
383440,0,0,0,,,,,
383451,0,0,0,,,,,
383462,0,0,0,,,,,
383473,0,0,0,,,,,
383484,0,0,0,,,,,
383496,0,0,0,,,,,
383507,0,0,0,,,,,
383518,0,0,0,,,,,
383528,0,0,0,,,,,
383540,0,0,0,,,,,
383551,0,0,0,,,,,
383565,0,0,0,,,,,
383577,0,0,0,,,,,
383588,0,0,0,,,,,
383598,0,0,0,,,,,
383609,0,0,0,,,,,
383621,0,0,0,,,,,
383632,0,0,0,,,,,
383643,0,0,0,,,,,
383654,0,0,0,,,,,
383666,0,0,0,,,,,
383677,0,0,0,,,,,
383687,0,0,0,,,,,
383698,0,0,0,,,,,
383710,0,0,0,,,,,
383721,0,0,0,,,,,
383732,0,0,0,,,,,
383744,0,0,0,,,,,
383755,0,0,0,,,,,
383765,0,0,0,,,,,
383776,0,0,0,,,,,
383788,0,0,0,,,,,
383799,0,0,0,,,,,
383810,0,0,0,,,,,
383821,0,0,0,,,,,
383832,0,0,0,,,,,
383843,0,0,0,,,,,
383854,0,0,0,,,,,
383865,0,0,0,,,,,
383877,0,0,0,,,,,
383888,0,0,0,,,,,
383899,0,0,0,,,,,
383909,0,0,0,,,,,
383921,0,0,0,,,,,
383932,0,0,0,,,,,
383943,0,0,0,,,,,
383954,0,0,0,,,,,
383966,0,0,0,,,,,
383980,0,0,0,,,,,
383990,0,0,0,,,,,
384002,0,0,0,,,,,
384013,0,0,0,,,,,
384024,0,0,0,,,,,
384035,0,0,0,,,,,
384047,0,0,0,,,,,
384058,0,0,0,,,,,
384068,0,0,0,,,,,
384079,0,0,0,,,,,
384091,0,0,0,,,,,
384102,0,0,0,,,,,
384113,0,0,0,,,,,
384124,0,0,0,,,,,
384135,0,0,0,,,,,
384146,0,0,0,,,,,
384157,0,0,0,,,,,
384168,0,0,0,,,,,
384180,0,0,0,,,,,
384191,0,0,0,,,,,
384202,0,0,0,,,,,
384212,0,0,0,,,,,
384224,0,0,0,,,,,
384235,0,0,0,,,,,
384246,0,0,0,,,,,
384258,0,0,0,,,,,
384269,0,0,0,,,,,
384280,0,0,0,,,,,
384290,0,0,0,,,,,
384302,0,0,0,,,,,
384313,0,0,0,,,,,
384324,0,0,0,,,,,
384335,0,0,0,,,,,
384347,0,0,0,,,,,
384358,0,0,0,,,,,
384369,0,0,0,,,,,
384382,0,0,0,,,,,
384394,0,0,0,,,,,
384405,0,0,0,,,,,
384416,0,0,0,,,,,
384428,0,0,0,,,,,
384439,0,0,0,,,,,
384449,0,0,0,,,,,
384460,0,0,0,,,,,
384472,0,0,0,,,,,
384483,0,0,0,,,,,
384494,0,0,0,,,,,
384505,0,0,0,,,,,
384517,0,0,0,,,,,
384527,0,0,0,,,,,
384538,0,0,0,,,,,
384549,0,0,0,,,,,
384561,0,0,0,,,,,
384572,0,0,0,,,,,
384583,0,0,0,,,,,
384594,0,0,0,,,,,
384605,0,0,0,,,,,
384616,0,0,0,,,,,
384627,0,0,0,,,,,
384638,0,0,0,,,,,
384650,0,0,0,,,,,
384661,0,0,0,,,,,
384672,0,0,0,,,,,
384683,0,0,0,,,,,
384694,0,0,0,,,,,
384705,0,0,0,,,,,
384716,0,0,0,,,,,
384728,0,0,0,,,,,
384739,0,0,0,,,,,
384749,0,0,0,,,,,
384760,0,0,0,,,,,
384772,0,0,0,,,,,
384783,0,0,0,,,,,
384797,0,0,0,,,,,
384808,0,0,0,,,,,
384820,0,0,0,,,,,
384830,0,0,0,,,,,
384841,0,0,0,,,,,
384852,0,0,0,,,,,
384864,0,0,0,,,,,
384875,0,0,0,,,,,
384886,0,0,0,,,,,
384898,0,0,0,,,,,
384908,0,0,0,,,,,
384919,0,0,0,,,,,
384930,0,0,0,,,,,
384942,0,0,0,,,,,
384953,0,0,0,,,,,
384964,0,0,0,,,,,
384974,0,0,0,,,,,
384986,0,0,0,,,,,
384997,0,0,0,,,,,
385008,0,0,0,,,,,
385019,0,0,0,,,,,
385031,0,0,0,,,,,
385042,0,0,0,,,,,
385052,0,0,0,,,,,
385063,0,0,0,,,,,
385075,0,0,0,,,,,
385086,0,0,0,,,,,
385097,0,0,0,,,,,
385108,0,0,0,,,,,
385120,0,0,0,,,,,
385130,0,0,0,,,,,
385141,0,0,0,,,,,
385153,0,0,0,,,,,
385164,0,0,0,,,,,
385175,0,0,0,,,,,
385186,0,0,0,,,,,
385200,0,0,0,,,,,
385211,0,0,0,,,,,
385222,0,0,0,,,,,
385233,0,0,0,,,,,
385245,0,0,0,,,,,
385256,0,0,0,,,,,
385267,0,0,0,,,,,
385277,0,0,0,,,,,
385289,0,0,0,,,,,
385300,0,0,0,,,,,
385311,0,0,0,,,,,
385323,0,0,0,,,,,
385334,0,0,0,,,,,
385345,0,0,0,,,,,
385355,0,0,0,,,,,
385367,0,0,0,,,,,
385378,0,0,0,,,,,
385389,0,0,0,,,,,
385400,0,0,0,,,,,
385412,0,0,0,,,,,
385422,0,0,0,,,,,
385433,0,0,0,,,,,
385444,0,0,0,,,,,
385456,0,0,0,,,,,
385467,0,0,0,,,,,
385478,0,0,0,,,,,
385489,0,0,0,,,,,
385500,0,0,0,,,,,
385511,0,0,0,,,,,
385522,0,0,0,,,,,
385533,0,0,0,,,,,
385545,0,0,0,,,,,
385556,0,0,0,,,,,
385567,0,0,0,,,,,
385577,0,0,0,,,,,
385589,0,0,0,,,,,
385600,0,0,0,,,,,
385614,0,0,0,,,,,
385626,0,0,0,,,,,
385637,0,0,0,,,,,
385648,0,0,0,,,,,
385658,0,0,0,,,,,
385670,0,0,0,,,,,
385681,0,0,0,,,,,
385692,0,0,0,,,,,
385703,0,0,0,,,,,
385715,0,0,0,,,,,
385725,0,0,0,,,,,
385736,0,0,0,,,,,
385747,0,0,0,,,,,
385759,0,0,0,,,,,
385770,0,0,0,,,,,
385781,0,0,0,,,,,
385793,0,0,0,,,,,
385803,0,0,0,,,,,
385814,0,0,0,,,,,
385825,0,0,0,,,,,
385837,0,0,0,,,,,
385848,0,0,0,,,,,
385883,0,0,0,,,,,
385894,0,0,0,,,,,
385905,0,0,0,,,,,
385916,0,0,0,,,,,
385928,0,0,0,,,,,
385939,0,0,0,,,,,
385950,0,0,0,,,,,
385961,0,0,0,,,,,
385973,0,0,0,,,,,
385983,0,0,0,,,,,
385994,0,0,0,,,,,
386006,0,0,0,,,,,
386017,0,0,0,,,,,
386028,0,0,0,,,,,
386039,0,0,0,,,,,
386054,0,0,0,,,,,
386065,0,0,0,,,,,
386076,0,0,0,,,,,
386086,0,0,0,,,,,
386098,0,0,0,,,,,
386109,0,0,0,,,,,
386120,0,0,0,,,,,
386131,0,0,0,,,,,
386143,0,0,0,,,,,
386154,0,0,0,,,,,
386164,0,0,0,,,,,
386176,0,0,0,,,,,
386187,0,0,0,,,,,
386198,0,0,0,,,,,
386209,0,0,0,,,,,
386221,0,0,0,,,,,
386232,0,0,0,,,,,
386243,0,0,0,,,,,
386253,0,0,0,,,,,
386265,0,0,0,,,,,
386276,0,0,0,,,,,
386287,0,0,0,,,,,
386298,0,0,0,,,,,
386310,0,0,0,,,,,
386321,0,0,0,,,,,
386331,0,0,0,,,,,
386342,0,0,0,,,,,
386354,0,0,0,,,,,
386365,0,0,0,,,,,
386376,0,0,0,,,,,
386387,0,0,0,,,,,
386398,0,0,0,,,,,
386409,0,0,0,,,,,
386420,0,0,0,,,,,
386432,0,0,0,,,,,
386443,0,0,0,,,,,
386457,0,0,0,,,,,
386468,0,0,0,,,,,
386480,0,0,0,,,,,
386490,0,0,0,,,,,
386501,0,0,0,,,,,
386512,0,0,0,,,,,
386524,0,0,0,,,,,
386535,0,0,0,,,,,
386546,0,0,0,,,,,
386557,0,0,0,,,,,
386568,0,0,0,,,,,
386579,0,0,0,,,,,
386590,0,0,0,,,,,
386601,0,0,0,,,,,
386613,0,0,0,,,,,
386624,0,0,0,,,,,
386635,0,0,0,,,,,
386647,0,0,0,,,,,
386657,0,0,0,,,,,
386668,0,0,0,,,,,
386679,0,0,0,,,,,
386691,0,0,0,,,,,
386702,0,0,0,,,,,
386713,0,0,0,,,,,
386723,0,0,0,,,,,
386735,0,0,0,,,,,
386746,0,0,0,,,,,
386757,0,0,0,,,,,
386768,0,0,0,,,,,
386780,0,0,0,,,,,
386791,0,0,0,,,,,
386801,0,0,0,,,,,
386812,0,0,0,,,,,
386824,0,0,0,,,,,
386835,0,0,0,,,,,
386846,0,0,0,,,,,
386857,0,0,0,,,,,
386872,0,0,0,,,,,
386882,0,0,0,,,,,
386893,0,0,0,,,,,
386905,0,0,0,,,,,
386916,0,0,0,,,,,
386927,0,0,0,,,,,
386938,0,0,0,,,,,
386950,0,0,0,,,,,
386961,0,0,0,,,,,
386971,0,0,0,,,,,
386982,0,0,0,,,,,
386994,0,0,0,,,,,
387005,0,0,0,,,,,
387016,0,0,0,,,,,
387027,0,0,0,,,,,
387039,0,0,0,,,,,
387050,0,0,0,,,,,
387060,0,0,0,,,,,
387072,0,0,0,,,,,
387083,0,0,0,,,,,
387094,0,0,0,,,,,
387105,0,0,0,,,,,
387117,0,0,0,,,,,
387128,0,0,0,,,,,
387139,0,0,0,,,,,
387149,0,0,0,,,,,
387161,0,0,0,,,,,
387172,0,0,0,,,,,
387183,0,0,0,,,,,
387194,0,0,0,,,,,
387206,0,0,0,,,,,
387217,0,0,0,,,,,
387227,0,0,0,,,,,
387238,0,0,0,,,,,
387250,0,0,0,,,,,
387261,0,0,0,,,,,
387275,0,0,0,,,,,
387287,0,0,0,,,,,
387298,0,0,0,,,,,
387309,0,0,0,,,,,
387319,0,0,0,,,,,
387331,0,0,0,,,,,
387342,0,0,0,,,,,
387353,0,0,0,,,,,
387364,0,0,0,,,,,
387376,0,0,0,,,,,
387386,0,0,0,,,,,
387397,0,0,0,,,,,
387408,0,0,0,,,,,
387420,0,0,0,,,,,
387431,0,0,0,,,,,
387442,0,0,0,,,,,
387453,0,0,0,,,,,
387464,0,0,0,,,,,
387475,0,0,0,,,,,
387486,0,0,0,,,,,
387497,0,0,0,,,,,
387509,0,0,0,,,,,
387520,0,0,0,,,,,
387531,0,0,0,,,,,
387542,0,0,0,,,,,
387553,0,0,0,,,,,
387564,0,0,0,,,,,
387575,0,0,0,,,,,
387587,0,0,0,,,,,
387598,0,0,0,,,,,
387609,0,0,0,,,,,
387620,0,0,0,,,,,
387631,0,0,0,,,,,
387642,0,0,0,,,,,
387653,0,0,0,,,,,
387664,0,0,0,,,,,
387676,0,0,0,,,,,
387690,0,0,0,,,,,
387700,0,0,0,,,,,
387712,0,0,0,,,,,
387723,0,0,0,,,,,
387734,0,0,0,,,,,
387745,0,0,0,,,,,
387757,0,0,0,,,,,
387768,0,0,0,,,,,
387778,0,0,0,,,,,
387789,0,0,0,,,,,
387801,0,0,0,,,,,
387812,0,0,0,,,,,
387823,0,0,0,,,,,
387834,0,0,0,,,,,
387846,0,0,0,,,,,
387856,0,0,0,,,,,
387867,0,0,0,,,,,
387878,0,0,0,,,,,
387890,0,0,0,,,,,
387901,0,0,0,,,,,
387912,0,0,0,,,,,
387923,0,0,0,,,,,
387934,0,0,0,,,,,
387945,0,0,0,,,,,
387956,0,0,0,,,,,
387968,0,0,0,,,,,
387979,0,0,0,,,,,
387990,0,0,0,,,,,
388000,0,0,0,,,,,
388012,0,0,0,,,,,
388023,0,0,0,,,,,
388034,0,0,0,,,,,
388045,0,0,0,,,,,
388057,0,0,0,,,,,
388068,0,0,0,,,,,
388079,0,0,0,,,,,
388092,0,0,0,,,,,
388104,0,0,0,,,,,
388115,0,0,0,,,,,
388126,0,0,0,,,,,
388137,0,0,0,,,,,
388149,0,0,0,,,,,
388160,0,0,0,,,,,
388170,0,0,0,,,,,
388182,0,0,0,,,,,
388193,0,0,0,,,,,
388204,0,0,0,,,,,
388215,0,0,0,,,,,
388227,0,0,0,,,,,
388238,0,0,0,,,,,
388248,0,0,0,,,,,
388259,0,0,0,,,,,
388271,0,0,0,,,,,
388282,0,0,0,,,,,
388293,0,0,0,,,,,
388304,0,0,0,,,,,
388315,0,0,0,,,,,
388326,0,0,0,,,,,
388337,0,0,0,,,,,
388348,0,0,0,,,,,
388360,0,0,0,,,,,
388371,0,0,0,,,,,
388382,0,0,0,,,,,
388392,0,0,0,,,,,
388404,0,0,0,,,,,
388415,0,0,0,,,,,
388426,0,0,0,,,,,
388438,0,0,0,,,,,
388449,0,0,0,,,,,
388460,0,0,0,,,,,
388470,0,0,0,,,,,
388482,0,0,0,,,,,
388493,0,0,0,,,,,
388507,0,0,0,,,,,
388518,0,0,0,,,,,
388530,0,0,0,,,,,
388541,0,0,0,,,,,
388552,0,0,0,,,,,
388562,0,0,0,,,,,
388574,0,0,0,,,,,
388585,0,0,0,,,,,
388596,0,0,0,,,,,
388608,0,0,0,,,,,
388619,0,0,0,,,,,
388630,0,0,0,,,,,
388640,0,0,0,,,,,
388652,0,0,0,,,,,
388663,0,0,0,,,,,
388674,0,0,0,,,,,
388685,0,0,0,,,,,
388697,0,0,0,,,,,
388747,0,0,0,,,,,
388759,0,0,0,,,,,
388770,0,0,0,,,,,
388782,0,0,0,,,,,
388793,0,0,0,,,,,
388803,0,0,0,,,,,
388814,0,0,0,,,,,
388826,0,0,0,,,,,
388837,0,0,0,,,,,
388848,0,0,0,,,,,
388859,0,0,0,,,,,
388871,0,0,0,,,,,
388882,0,0,0,,,,,
388893,0,0,0,,,,,
388904,0,0,0,,,,,
388916,0,0,0,,,,,
388926,0,0,0,,,,,
388937,0,0,0,,,,,
388948,0,0,0,,,,,
388963,0,0,0,,,,,
388974,0,0,0,,,,,
388985,0,0,0,,,,,
388996,0,0,0,,,,,
389007,0,0,0,,,,,
389018,0,0,0,,,,,
389029,0,0,0,,,,,
389041,0,0,0,,,,,
389052,0,0,0,,,,,
389063,0,0,0,,,,,
389073,0,0,0,,,,,
389085,0,0,0,,,,,
389096,0,0,0,,,,,
389107,0,0,0,,,,,
389118,0,0,0,,,,,
389130,0,0,0,,,,,
389141,0,0,0,,,,,
389151,0,0,0,,,,,
389163,0,0,0,,,,,
389174,0,0,0,,,,,
389185,0,0,0,,,,,
389196,0,0,0,,,,,
389208,0,0,0,,,,,
389219,0,0,0,,,,,
389229,0,0,0,,,,,
389240,0,0,0,,,,,
389252,0,0,0,,,,,
389263,0,0,0,,,,,
389274,0,0,0,,,,,
389285,0,0,0,,,,,
389296,0,0,0,,,,,
389307,0,0,0,,,,,
389318,0,0,0,,,,,
389329,0,0,0,,,,,
389341,0,0,0,,,,,
389352,0,0,0,,,,,
389366,0,0,0,,,,,
389377,0,0,0,,,,,
389388,0,0,0,,,,,
389399,0,0,0,,,,,
389410,0,0,0,,,,,
389422,0,0,0,,,,,
389433,0,0,0,,,,,
389444,0,0,0,,,,,
389454,0,0,0,,,,,
389466,0,0,0,,,,,
389477,0,0,0,,,,,
389488,0,0,0,,,,,
389499,0,0,0,,,,,
389511,0,0,0,,,,,
389521,0,0,0,,,,,
389532,0,0,0,,,,,
389543,0,0,0,,,,,
389555,0,0,0,,,,,
389566,0,0,0,,,,,
389577,0,0,0,,,,,
389588,0,0,0,,,,,
389599,0,0,0,,,,,
389610,0,0,0,,,,,
389621,0,0,0,,,,,
389633,0,0,0,,,,,
389644,0,0,0,,,,,
389655,0,0,0,,,,,
389666,0,0,0,,,,,
389677,0,0,0,,,,,
389688,0,0,0,,,,,
389699,0,0,0,,,,,
389710,0,0,0,,,,,
389722,0,0,0,,,,,
389733,0,0,0,,,,,
389743,0,0,0,,,,,
389754,0,0,0,,,,,
389766,0,0,0,,,,,
389780,0,0,0,,,,,
389791,0,0,0,,,,,
389803,0,0,0,,,,,
389814,0,0,0,,,,,
389824,0,0,0,,,,,
389835,0,0,0,,,,,
389847,0,0,0,,,,,
389858,0,0,0,,,,,
389869,0,0,0,,,,,
389880,0,0,0,,,,,
389892,0,0,0,,,,,
389902,0,0,0,,,,,
389913,0,0,0,,,,,
389924,0,0,0,,,,,
389936,0,0,0,,,,,
389947,0,0,0,,,,,
389958,0,0,0,,,,,
389969,0,0,0,,,,,
389980,0,0,0,,,,,
389991,0,0,0,,,,,
390002,0,0,0,,,,,
390013,0,0,0,,,,,
